ID	Ctrl_1	Ctrl_2	Ctrl_3	Ctrl_4	Ctrl_5	Ctrl_6	Ctrl_7	Ctrl_8	Ctrl_9	BRCA1_1	BRCA1_2	BRCA1_3	BRCA1_4	BRCA1_5	BRCA1_6	BRCA1_7	BRCA1_8	BRCA1_9	BRCA2_1	BRCA2_2	BRCA2_3	BRCA2_4	BRCA2_5	BRCA2_6	BRCA2_7	BRCA2_8
1438_at	5.029644899062298	5.087413478757523	5.098913740154355	4.982871565135651	5.058930763546925	5.089881301931014	5.019702508656331	5.1197172568554725	5.043624729779811	5.077098126801497	5.065892499546571	5.03235216955391	4.981824248468229	5.008446423255236	5.036717197857377	4.992395058791546	5.1032198721079505	4.991813743857652	5.148515974503927	5.05260983324069	5.101781820009758	5.055257257397254	5.06670217791897	5.013307517413678	5.118811544416626	5.100588930057078
1487_at	5.637869255250789	5.761635108132969	5.710618600564743	5.70498147028549	5.67403737774514	5.752441702887516	5.72519949581207	5.726638494798376	5.65143821099962	5.800329125520247	5.705618828444684	5.688514813751243	5.757657980017855	5.685048600872239	5.732580602832866	5.6756396287234825	5.573058341822064	5.752327210123085	5.72518471270944	5.739958605451065	5.64350354844231	5.535696359893029	5.561922415292178	5.6301820200765205	5.743580211623592	5.745579719769341
1494_f_at	4.957218457690866	4.869646379107275	4.956813937970058	4.950923597594795	4.936605132706001	5.0475185624632575	4.873549887986679	4.953368931357872	4.872855773329064	5.00095088694956	4.975478729225701	4.942164483966733	4.871344711519633	4.966182515148815	4.974643486900182	5.027343980273422	5.013577331463634	4.972489528029597	5.039411367597089	4.993923988562281	4.9866793530075135	4.9221801713439906	4.961437521448459	4.953441635887732	5.003795833196142	5.0355791044234275
1598_g_at	5.475008565015921	5.4253574937090425	5.427845386987403	5.396767949517952	5.47699152558158	5.642798472116359	5.412448362090828	5.533627867403849	5.499723790535598	5.5400994133059145	5.488477961795448	5.460206113245282	5.453592915045397	5.449907366781847	5.428038551864588	5.4715559357882055	5.537092988118733	5.428133883950808	5.508235416268122	5.481984282265005	5.4570973528338875	5.482008521179132	5.473588376838365	5.406097517606746	5.557190757071298	5.502641354770767
160020_at	5.647554224635338	5.600892693193551	5.645998563255338	5.601309282945761	5.5934503723567985	5.789283727006537	5.667796465420416	5.813001147328979	5.5891926166322765	5.6772758758126916	5.714172813947495	5.632500449375893	5.475766604644929	5.624864056569261	5.531402914227267	5.710224882194818	5.6550729311821195	5.601300154356848	5.639115231248791	5.80856370964842	5.664625845499105	5.625210325120339	5.679780057973272	5.6276137695120125	5.708619576900617	5.781573544971213
1729_at	5.9645438553650845	6.041663013032094	5.961009347491244	5.968074607120156	6.052669746075692	5.960337342448565	5.830919890866621	5.981728519453636	5.969353157678275	5.902848446321029	5.976787927779497	5.896096946372678	5.9485365176845395	5.986945467809149	5.925718519726188	5.912328023144246	6.030830509480247	5.980935950868051	6.03525894624984	5.911945007600085	5.985735113396562	5.980245436113103	5.954513307794223	6.000694835537757	5.960357464714336	5.91099855508024
1773_at	5.316368202216349	5.318578170435265	5.359126891098175	5.196065722346003	5.081762669971559	5.1103889032756316	5.343657132615757	5.243165900559309	5.267323047949512	5.228765818147142	5.1971150203907595	5.186182992241997	5.325050986733022	5.212167758476428	5.257561821422423	5.269787713680324	5.255786184034891	5.236488283853046	5.191281721734306	5.214068690733313	5.3177489219567065	5.23649297131709	5.269750107694071	5.2892181043432105	5.269704754152111	5.170478787909696
177_at	5.013771565682332	5.0206398123102565	5.054100078811089	4.922336328730472	5.123235839227623	5.010479316784128	4.920621097046954	4.9875936029097865	5.011897736503983	5.002805862005236	5.028079478563749	5.025883332134152	4.996291298938037	4.9772615317417666	4.973173000721213	4.9330101087617395	5.0757867287670395	4.987558422892668	4.963323381147492	4.9457359633742906	4.88034836108185	4.8990055495628315	4.8786485876128225	4.9537723138408065	4.939600276635279	4.960975799930475
179_at	5.6169732312579335	5.633372736147533	5.637609545125367	5.621384446300611	5.637868835858001	5.545287172560946	5.578967795426862	5.588675185497985	5.589701483395582	5.699371561127051	5.623719151744133	5.555462929215498	5.554776509690647	5.637061127387978	5.647514288156878	5.630483977648004	5.61220640833802	5.568862881974186	5.631454696766436	5.681123162532	5.685067272125703	5.654336594000753	5.663404792029206	5.643739871794871	5.748829478248148	5.681620971755374
1861_at	5.331172913413525	5.711917116898833	5.661765340058689	5.463088181563442	5.444536789857535	5.604407317604291	5.580687495977046	5.415061915520853	5.605198648134	5.539727285291677	5.57304372228199	5.59693160878402	5.628555232515237	5.652493056639268	5.4513548545663655	5.549552711211649	5.543730094162838	5.55413998721339	5.511275557817897	5.491219174723891	5.490781933629397	5.41807513099915	5.518084825824779	5.481107307507218	5.540289488857603	5.498396696305896
